year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2020-05,Ataköy,European,premium,3843,549,4140,16.1,171,51,110,7,8.25,13.25,11
2020-06,Ataköy,European,premium,3960,566,4464,16.6,148,77,51,7,8.25,13.25,11
2020-07,Ataköy,European,premium,4168,595,4615,17.5,80,15,75,7,8.25,13.25,14
2020-08,Ataköy,European,premium,3827,547,4213,16.1,84,61,113,7,8.25,13.25,14
2020-09,Ataköy,European,premium,3891,556,4322,16.3,75,69,94,7,8.25,13.25,14
2020-10,Ataköy,European,premium,5192,692,5867,21.8,54,69,71,7.5,10.25,15.25,14
2020-11,Ataköy,European,premium,4914,655,5289,20.6,149,73,39,7.5,10.25,15.25,14
2020-12,Ataköy,European,premium,4974,663,5351,20.9,155,23,18,7.5,10.25,15.25,14
2021-01,Ataköy,European,premium,6992,932,7697,29.4,170,50,23,7.5,17,22,19.5
2021-02,Ataköy,European,premium,7051,940,8001,29.6,79,36,19,7.5,17,22,19.5
2021-03,Ataköy,European,premium,7350,980,8187,30.9,148,63,110,7.5,17,22,19.5
2021-04,Ataköy,European,premium,6932,816,7334,29.1,124,64,94,8.5,19,24,19.5
2021-05,Ataköy,European,premium,6965,819,7562,29.3,106,37,102,8.5,19,24,19.5
2021-06,Ataköy,European,premium,7433,874,7789,31.2,28,62,31,8.5,19,24,19.5
2021-07,Ataköy,European,premium,10691,1258,11683,44.9,54,53,44,8.5,19,24,19.5
2021-08,Ataköy,European,premium,10299,1212,11232,43.3,55,78,73,8.5,19,24,19.5
2021-09,Ataköy,European,premium,10062,1184,11246,42.3,19,56,69,8.5,19,24,19.5
2021-10,Ataköy,European,premium,10483,953,11426,44,89,73,83,11,14,19,54
2021-11,Ataköy,European,premium,10275,934,11796,43.2,70,23,28,11,14,19,54
2021-12,Ataköy,European,premium,10575,961,11474,44.4,55,32,92,11,14,19,54
2022-01,Ataköy,European,premium,21265,1467,23511,89.3,26,17,113,14.5,14,19,54
2022-02,Ataköy,European,premium,20211,1394,22711,84.9,28,13,90,14.5,14,19,54
2022-03,Ataköy,European,premium,20646,1424,22803,86.7,149,20,114,14.5,14,19,54
2022-04,Ataköy,European,premium,21047,1238,22074,88.4,33,32,81,17,14,19,80
2022-05,Ataköy,European,premium,21175,1246,24551,88.9,50,61,101,17,14,19,80
2022-06,Ataköy,European,premium,20178,1187,22416,84.7,171,49,101,17,14,19,80
2022-07,Ataköy,European,premium,31945,1879,35014,134.2,121,31,58,17,12,17,80
2022-08,Ataköy,European,premium,31999,1882,34156,134.4,94,41,51,17,12,17,80
2022-09,Ataköy,European,premium,32147,1891,34787,135,82,64,58,17,12,17,80
2022-10,Ataköy,European,premium,32490,1737,35668,136.5,166,35,52,18.7,9,14,64
2022-11,Ataköy,European,premium,32250,1725,35189,135.4,21,35,31,18.7,9,14,64
2022-12,Ataköy,European,premium,31215,1669,33991,131.1,104,27,12,18.7,9,14,64
2023-01,Ataköy,European,premium,44447,2117,48490,186.7,114,46,20,21,8.5,13.5,39
2023-02,Ataköy,European,premium,44003,2095,49493,184.8,150,23,26,21,8.5,13.5,39
2023-03,Ataköy,European,premium,44508,2119,49954,186.9,43,72,64,21,8.5,13.5,39
2023-04,Ataköy,European,premium,45092,2147,48984,189.4,156,31,12,21,8.5,13.5,39
2023-05,Ataköy,European,premium,43312,2062,46827,181.9,37,34,69,21,8.5,13.5,39
2023-06,Ataköy,European,premium,45581,2171,49523,191.4,83,6,61,21,8.5,13.5,39
2023-07,Ataköy,European,premium,55246,2085,60539,232,50,60,51,26.5,25,30,65
2023-08,Ataköy,European,premium,57288,2162,61073,240.6,173,42,87,26.5,25,30,65
2023-09,Ataköy,European,premium,54446,2055,61459,228.7,119,76,49,26.5,25,30,65
2023-10,Ataköy,European,premium,56626,1953,63654,237.8,142,67,26,29,42.5,47.5,65
2023-11,Ataköy,European,premium,56694,1955,62013,238.1,163,41,95,29,42.5,47.5,65
2023-12,Ataköy,European,premium,57408,1980,63729,241.1,157,67,30,29,42.5,47.5,65
2024-01,Ataköy,European,premium,64647,2020,71754,271.5,33,71,107,32,50,55,75
2024-02,Ataköy,European,premium,61672,1927,64663,259,22,51,21,32,50,55,75
2024-03,Ataköy,European,premium,62324,1948,68291,261.8,98,20,78,32,50,55,75
2024-04,Ataköy,European,premium,61898,1934,67316,260,103,22,19,32,50,55,75
2024-05,Ataköy,European,premium,64608,2019,71764,271.4,162,32,21,32,50,55,75
2024-06,Ataköy,European,premium,62382,1949,68243,262,157,19,10,32,50,55,75
2024-07,Ataköy,European,premium,67305,1980,72479,282.7,178,77,92,34,50,55,49
2024-08,Ataköy,European,premium,68616,2018,74652,288.2,30,46,102,34,50,55,49
2024-09,Ataköy,European,premium,70051,2060,76634,294.2,26,77,69,34,50,55,49
2024-10,Ataköy,European,premium,72358,2128,81743,303.9,153,79,104,34,50,55,49
2024-11,Ataköy,European,premium,68601,2018,74471,288.1,91,71,38,34,50,55,49
2024-12,Ataköy,European,premium,66459,1955,75304,279.1,93,14,25,34,50,55,49
2025-01,Ataköy,European,premium,74136,2059,82536,311.4,102,71,31,36,47.5,52.5,36
2025-02,Ataköy,European,premium,71940,1998,74825,302.1,25,31,37,36,47.5,52.5,36
2025-03,Ataköy,European,premium,77055,2140,87007,323.6,24,71,64,36,47.5,52.5,36
2025-04,Ataköy,European,premium,73436,2040,84286,308.4,91,49,16,36,47.5,52.5,36
2025-05,Ataköy,European,premium,78028,2167,89222,327.7,32,70,36,36,47.5,52.5,36
2025-06,Ataköy,European,premium,74285,2063,80378,312,142,65,37,36,47.5,52.5,36
2025-07,Ataköy,European,premium,76905,2107,87770,323,55,34,46,36.5,45,50,30
2025-08,Ataköy,European,premium,79466,2177,86057,333.8,174,14,27,36.5,45,50,30
2025-09,Ataköy,European,premium,78451,2149,85127,329.5,26,70,57,36.5,45,50,30
2025-10,Ataköy,European,premium,73734,2020,82859,309.7,131,60,21,36.5,45,50,30
2025-11,Ataköy,European,premium,77097,2112,82615,323.8,18,79,100,36.5,45,50,30
2025-12,Ataköy,European,premium,75125,2058,82845,315.5,102,52,69,36.5,45,50,30
2026-01,Ataköy,European,premium,77538,2124,87023,325.7,93,78,69,36.5,45,50,30
2026-02,Ataköy,European,premium,72710,1992,81173,305.4,68,63,84,36.5,45,50,30
2026-03,Ataköy,European,premium,78121,2140,85884,328.1,146,16,25,36.5,45,50,30
2026-04,Ataköy,European,premium,74442,2040,80710,312.7,122,38,77,36.5,45,50,30
2020-01,Eyüpsultan,European,mid,1939,313,2098,8.1,145,62,43,6.2,10.75,15.75,11
2020-02,Eyüpsultan,European,mid,1805,291,1959,7.6,168,35,44,6.2,10.75,15.75,11
2020-03,Eyüpsultan,European,mid,1894,306,2123,8,171,12,34,6.2,10.75,15.75,11
2020-04,Eyüpsultan,European,mid,2242,320,2483,9.4,176,49,29,7,8.25,13.25,11
2020-05,Eyüpsultan,European,mid,2259,323,2474,9.5,77,76,81,7,8.25,13.25,11
2020-06,Eyüpsultan,European,mid,2257,322,2447,9.5,146,77,76,7,8.25,13.25,11
2020-07,Eyüpsultan,European,mid,2170,310,2343,9.1,58,56,30,7,8.25,13.25,14
2020-08,Eyüpsultan,European,mid,2225,318,2474,9.3,87,43,76,7,8.25,13.25,14
2020-09,Eyüpsultan,European,mid,2448,350,2747,10.3,170,22,76,7,8.25,13.25,14
2020-10,Eyüpsultan,European,mid,3023,403,3361,12.7,168,29,92,7.5,10.25,15.25,14
2020-11,Eyüpsultan,European,mid,2948,393,3324,12.4,15,32,45,7.5,10.25,15.25,14
2020-12,Eyüpsultan,European,mid,2889,385,3115,12.1,170,62,98,7.5,10.25,15.25,14
2021-01,Eyüpsultan,European,mid,4169,556,4583,17.5,60,57,30,7.5,17,22,19.5
2021-02,Eyüpsultan,European,mid,4052,540,4391,17,102,49,44,7.5,17,22,19.5
2021-03,Eyüpsultan,European,mid,4128,550,4614,17.3,76,72,36,7.5,17,22,19.5
2021-04,Eyüpsultan,European,mid,4091,481,4533,17.2,164,26,68,8.5,19,24,19.5
2021-05,Eyüpsultan,European,mid,4390,516,4777,18.4,135,53,19,8.5,19,24,19.5
2021-06,Eyüpsultan,European,mid,4120,485,4437,17.3,107,35,17,8.5,19,24,19.5
2021-07,Eyüpsultan,European,mid,6115,719,6636,25.7,158,32,60,8.5,19,24,19.5
2021-08,Eyüpsultan,European,mid,6370,749,6833,26.8,140,6,91,8.5,19,24,19.5
2021-09,Eyüpsultan,European,mid,6440,758,7081,27,69,14,71,8.5,19,24,19.5
2021-10,Eyüpsultan,European,mid,6127,557,6633,25.7,122,18,91,11,14,19,54
2021-11,Eyüpsultan,European,mid,6091,554,6472,25.6,132,57,79,11,14,19,54
2021-12,Eyüpsultan,European,mid,6022,547,6544,25.3,95,8,21,11,14,19,54
2022-01,Eyüpsultan,European,mid,11671,805,13353,49,160,38,105,14.5,14,19,54
2022-02,Eyüpsultan,European,mid,12025,829,13537,50.5,115,52,93,14.5,14,19,54
2022-03,Eyüpsultan,European,mid,11667,805,12549,49,111,15,21,14.5,14,19,54
2022-04,Eyüpsultan,European,mid,12549,738,13605,52.7,73,52,61,17,14,19,80
2022-05,Eyüpsultan,European,mid,11699,688,13198,49.1,88,18,70,17,14,19,80
2022-06,Eyüpsultan,European,mid,11341,667,12155,47.6,78,70,72,17,14,19,80
2022-07,Eyüpsultan,European,mid,19320,1136,21497,81.1,166,45,116,17,12,17,80
2022-08,Eyüpsultan,European,mid,18907,1112,21054,79.4,104,76,24,17,12,17,80
2022-09,Eyüpsultan,European,mid,19013,1118,20781,79.9,146,9,99,17,12,17,80
2022-10,Eyüpsultan,European,mid,20303,1086,22847,85.3,62,63,51,18.7,9,14,64
2022-11,Eyüpsultan,European,mid,18937,1013,19934,79.5,65,16,108,18.7,9,14,64
2022-12,Eyüpsultan,European,mid,19325,1033,22402,81.2,179,40,115,18.7,9,14,64
2023-01,Eyüpsultan,European,mid,26703,1272,29958,112.2,128,23,79,21,8.5,13.5,39
2023-02,Eyüpsultan,European,mid,25509,1215,27998,107.1,146,34,67,21,8.5,13.5,39
2023-03,Eyüpsultan,European,mid,25773,1227,29246,108.2,30,58,40,21,8.5,13.5,39
2023-04,Eyüpsultan,European,mid,25861,1231,28346,108.6,121,61,115,21,8.5,13.5,39
2023-05,Eyüpsultan,European,mid,26943,1283,29995,113.2,159,59,81,21,8.5,13.5,39
2023-06,Eyüpsultan,European,mid,24314,1158,26342,102.1,105,7,116,21,8.5,13.5,39
2023-07,Eyüpsultan,European,mid,32363,1221,34670,135.9,175,77,55,26.5,25,30,65
2023-08,Eyüpsultan,European,mid,32548,1228,37118,136.7,76,21,110,26.5,25,30,65
2023-09,Eyüpsultan,European,mid,31650,1194,34037,132.9,94,74,32,26.5,25,30,65
2023-10,Eyüpsultan,European,mid,33388,1151,35521,140.2,48,24,41,29,42.5,47.5,65
2023-11,Eyüpsultan,European,mid,31272,1078,34020,131.3,15,75,36,29,42.5,47.5,65
2023-12,Eyüpsultan,European,mid,30549,1053,33895,128.3,105,71,79,29,42.5,47.5,65
2024-01,Eyüpsultan,European,mid,36537,1142,40398,153.5,28,8,106,32,50,55,75
2024-02,Eyüpsultan,European,mid,36871,1152,39931,154.9,23,55,32,32,50,55,75
2024-03,Eyüpsultan,European,mid,36983,1156,39518,155.3,49,72,28,32,50,55,75
2024-04,Eyüpsultan,European,mid,37275,1165,42414,156.6,169,57,18,32,50,55,75
2024-05,Eyüpsultan,European,mid,37555,1174,40687,157.7,145,41,50,32,50,55,75
2024-06,Eyüpsultan,European,mid,36784,1150,41552,154.5,167,30,68,32,50,55,75
2024-07,Eyüpsultan,European,mid,40343,1187,44803,169.4,109,10,32,34,50,55,49
2024-08,Eyüpsultan,European,mid,38529,1133,43164,161.8,147,51,105,34,50,55,49
2024-09,Eyüpsultan,European,mid,40452,1190,44636,169.9,118,59,29,34,50,55,49
2024-10,Eyüpsultan,European,mid,39140,1151,41900,164.4,96,53,94,34,50,55,49
2024-11,Eyüpsultan,European,mid,39960,1175,41370,167.8,129,71,94,34,50,55,49
2024-12,Eyüpsultan,European,mid,38884,1144,42753,163.3,32,37,64,34,50,55,49
2025-01,Eyüpsultan,European,mid,42107,1170,47845,176.8,30,22,111,36,47.5,52.5,36
2025-02,Eyüpsultan,European,mid,43316,1203,47686,181.9,37,42,69,36,47.5,52.5,36
2025-03,Eyüpsultan,European,mid,42036,1168,45797,176.6,166,37,82,36,47.5,52.5,36
2025-04,Eyüpsultan,European,mid,42052,1168,47062,176.6,134,66,80,36,47.5,52.5,36
2025-05,Eyüpsultan,European,mid,42686,1186,47711,179.3,135,63,48,36,47.5,52.5,36
2025-06,Eyüpsultan,European,mid,42362,1177,47111,177.9,147,76,72,36,47.5,52.5,36
2025-07,Eyüpsultan,European,mid,43973,1205,49963,184.7,175,14,69,36.5,45,50,30
2025-08,Eyüpsultan,European,mid,44735,1226,48906,187.9,107,51,20,36.5,45,50,30
2025-09,Eyüpsultan,European,mid,45013,1233,48783,189.1,15,31,67,36.5,45,50,30
2025-10,Eyüpsultan,European,mid,45911,1258,47881,192.8,179,31,60,36.5,45,50,30
2025-11,Eyüpsultan,European,mid,46289,1268,49002,194.4,176,39,88,36.5,45,50,30
2025-12,Eyüpsultan,European,mid,42536,1165,48637,178.7,155,13,14,36.5,45,50,30
2026-01,Eyüpsultan,European,mid,46192,1266,50865,194,41,56,86,36.5,45,50,30
2026-02,Eyüpsultan,European,mid,45729,1253,50117,192.1,28,58,54,36.5,45,50,30
2026-03,Eyüpsultan,European,mid,43721,1198,49519,183.6,108,11,20,36.5,45,50,30
2026-04,Eyüpsultan,European,mid,44715,1225,48855,187.8,79,55,109,36.5,45,50,30
2020-01,Kağıthane,European,mid,2127,343,2281,8.9,89,69,70,6.2,10.75,15.75,11
2020-02,Kağıthane,European,mid,2053,331,2196,8.6,38,28,59,6.2,10.75,15.75,11
2020-03,Kağıthane,European,mid,2079,335,2285,8.7,161,61,42,6.2,10.75,15.75,11
2020-04,Kağıthane,European,mid,2493,356,2657,10.5,40,25,27,7,8.25,13.25,11
2020-05,Kağıthane,European,mid,2473,353,2837,10.4,131,31,113,7,8.25,13.25,11
2020-06,Kağıthane,European,mid,2483,355,2872,10.4,73,74,46,7,8.25,13.25,11
2020-07,Kağıthane,European,mid,2548,364,2845,10.7,164,63,97,7,8.25,13.25,14
2020-08,Kağıthane,European,mid,2588,370,2864,10.9,108,65,67,7,8.25,13.25,14
2020-09,Kağıthane,European,mid,2586,369,2920,10.9,15,12,68,7,8.25,13.25,14
2020-10,Kağıthane,European,mid,3430,457,4002,14.4,24,75,50,7.5,10.25,15.25,14
2020-11,Kağıthane,European,mid,3469,463,3665,14.6,16,21,92,7.5,10.25,15.25,14
2020-12,Kağıthane,European,mid,3368,449,3521,14.1,60,58,27,7.5,10.25,15.25,14
2021-01,Kağıthane,European,mid,4514,602,4856,19,106,36,97,7.5,17,22,19.5
2021-02,Kağıthane,European,mid,4573,610,4993,19.2,107,71,80,7.5,17,22,19.5
2021-03,Kağıthane,European,mid,4654,621,5042,19.5,51,19,63,7.5,17,22,19.5
2021-04,Kağıthane,European,mid,4604,542,5185,19.3,22,18,26,8.5,19,24,19.5
2021-05,Kağıthane,European,mid,4563,537,5054,19.2,52,52,86,8.5,19,24,19.5
2021-06,Kağıthane,European,mid,4584,539,4953,19.3,50,71,89,8.5,19,24,19.5
2021-07,Kağıthane,European,mid,6742,793,7286,28.3,62,77,97,8.5,19,24,19.5
2021-08,Kağıthane,European,mid,6868,808,7581,28.8,60,8,19,8.5,19,24,19.5
2021-09,Kağıthane,European,mid,6674,785,7571,28,161,66,78,8.5,19,24,19.5
2021-10,Kağıthane,European,mid,6460,587,7391,27.1,157,44,11,11,14,19,54
2021-11,Kağıthane,European,mid,7069,643,7773,29.7,23,19,57,11,14,19,54
2021-12,Kağıthane,European,mid,6347,577,7261,26.7,137,52,23,11,14,19,54
2022-01,Kağıthane,European,mid,13662,942,14539,57.4,165,42,29,14.5,14,19,54
2022-02,Kağıthane,European,mid,13455,928,15655,56.5,166,29,60,14.5,14,19,54
2022-03,Kağıthane,European,mid,13169,908,14346,55.3,153,49,105,14.5,14,19,54
2022-04,Kağıthane,European,mid,13408,789,15306,56.3,32,11,69,17,14,19,80
2022-05,Kağıthane,European,mid,13269,781,14003,55.7,158,16,75,17,14,19,80
2022-06,Kağıthane,European,mid,13408,789,14767,56.3,39,55,45,17,14,19,80
2022-07,Kağıthane,European,mid,22421,1319,24922,94.2,48,29,31,17,12,17,80
2022-08,Kağıthane,European,mid,20857,1227,22963,87.6,26,76,114,17,12,17,80
2022-09,Kağıthane,European,mid,22585,1329,24563,94.9,117,45,32,17,12,17,80
2022-10,Kağıthane,European,mid,21111,1129,24064,88.7,19,55,35,18.7,9,14,64
2022-11,Kağıthane,European,mid,20878,1116,23163,87.7,33,35,68,18.7,9,14,64
2022-12,Kağıthane,European,mid,21402,1145,23627,89.9,154,15,24,18.7,9,14,64
2023-01,Kağıthane,European,mid,27649,1317,29745,116.1,38,65,64,21,8.5,13.5,39
2023-02,Kağıthane,European,mid,28392,1352,30855,119.2,108,29,95,21,8.5,13.5,39
2023-03,Kağıthane,European,mid,28406,1353,30281,119.3,36,70,17,21,8.5,13.5,39
2023-04,Kağıthane,European,mid,29271,1394,32869,122.9,87,68,118,21,8.5,13.5,39
2023-05,Kağıthane,European,mid,29946,1426,32481,125.8,166,58,94,21,8.5,13.5,39
2023-06,Kağıthane,European,mid,29474,1404,31530,123.8,23,77,79,21,8.5,13.5,39
2023-07,Kağıthane,European,mid,34330,1295,37831,144.2,16,36,23,26.5,25,30,65
2023-08,Kağıthane,European,mid,35007,1321,38421,147,132,24,37,26.5,25,30,65
2023-09,Kağıthane,European,mid,36932,1394,39567,155.1,84,49,14,26.5,25,30,65
2023-10,Kağıthane,European,mid,35049,1209,35922,147.2,167,19,94,29,42.5,47.5,65
2023-11,Kağıthane,European,mid,36851,1271,40701,154.8,56,75,78,29,42.5,47.5,65
2023-12,Kağıthane,European,mid,35356,1219,38992,148.5,170,26,108,29,42.5,47.5,65
2024-01,Kağıthane,European,mid,40918,1279,42321,171.9,173,26,20,32,50,55,75
2024-02,Kağıthane,European,mid,39697,1241,45876,166.7,60,58,78,32,50,55,75
2024-03,Kağıthane,European,mid,40768,1274,43944,171.2,146,27,79,32,50,55,75
2024-04,Kağıthane,European,mid,41242,1289,45495,173.2,129,29,18,32,50,55,75
2024-05,Kağıthane,European,mid,41780,1306,46511,175.5,116,7,83,32,50,55,75
2024-06,Kağıthane,European,mid,41298,1291,45376,173.5,117,64,29,32,50,55,75
2024-07,Kağıthane,European,mid,42802,1259,46541,179.8,102,12,77,34,50,55,49
2024-08,Kağıthane,European,mid,42629,1254,46318,179,77,13,39,34,50,55,49
2024-09,Kağıthane,European,mid,43745,1287,48272,183.7,53,5,105,34,50,55,49
2024-10,Kağıthane,European,mid,43822,1289,48942,184.1,39,60,95,34,50,55,49
2024-11,Kağıthane,European,mid,44513,1309,48535,187,18,28,103,34,50,55,49
2024-12,Kağıthane,European,mid,43783,1288,49993,183.9,137,13,91,34,50,55,49
2025-01,Kağıthane,European,mid,47123,1309,51807,197.9,164,35,59,36,47.5,52.5,36
2025-02,Kağıthane,European,mid,48834,1357,54138,205.1,40,67,43,36,47.5,52.5,36
2025-03,Kağıthane,European,mid,46924,1303,52723,197.1,138,15,107,36,47.5,52.5,36
2025-04,Kağıthane,European,mid,47881,1330,53799,201.1,116,23,10,36,47.5,52.5,36
2025-05,Kağıthane,European,mid,46594,1294,51360,195.7,23,37,72,36,47.5,52.5,36
2025-06,Kağıthane,European,mid,44694,1242,49813,187.7,79,33,113,36,47.5,52.5,36
2025-07,Kağıthane,European,mid,49417,1354,51927,207.6,82,39,60,36.5,45,50,30
2025-08,Kağıthane,European,mid,48432,1327,52000,203.4,27,10,12,36.5,45,50,30
2025-09,Kağıthane,European,mid,49035,1343,54524,205.9,66,78,113,36.5,45,50,30
2025-10,Kağıthane,European,mid,49974,1369,55078,209.9,161,35,88,36.5,45,50,30
2025-11,Kağıthane,European,mid,49682,1361,53373,208.7,145,50,82,36.5,45,50,30
2025-12,Kağıthane,European,mid,49711,1362,54384,208.8,103,63,86,36.5,45,50,30
2026-01,Kağıthane,European,mid,48915,1340,50670,205.4,36,48,86,36.5,45,50,30
2026-02,Kağıthane,European,mid,48439,1327,53424,203.4,91,74,109,36.5,45,50,30
2026-03,Kağıthane,European,mid,52503,1438,56125,220.5,141,59,85,36.5,45,50,30
2026-04,Kağıthane,European,mid,50254,1377,53392,211.1,162,41,86,36.5,45,50,30
2020-01,Fatih,European,mid,2172,350,2303,9.1,125,55,10,6.2,10.75,15.75,11
2020-02,Fatih,European,mid,2138,345,2431,9,78,52,42,6.2,10.75,15.75,11
2020-03,Fatih,European,mid,2198,355,2395,9.2,87,56,65,6.2,10.75,15.75,11
2020-04,Fatih,European,mid,2509,358,2805,10.5,40,10,66,7,8.25,13.25,11
2020-05,Fatih,European,mid,2606,372,2909,10.9,172,64,44,7,8.25,13.25,11
2020-06,Fatih,European,mid,2492,356,2772,10.5,52,49,28,7,8.25,13.25,11
2020-07,Fatih,European,mid,2533,362,2734,10.6,106,64,21,7,8.25,13.25,14
2020-08,Fatih,European,mid,2499,357,2692,10.5,103,46,78,7,8.25,13.25,14
2020-09,Fatih,European,mid,2592,370,2869,10.9,58,69,115,7,8.25,13.25,14
2020-10,Fatih,European,mid,3449,460,3910,14.5,20,53,95,7.5,10.25,15.25,14
2020-11,Fatih,European,mid,3318,442,3625,13.9,153,11,77,7.5,10.25,15.25,14
2020-12,Fatih,European,mid,3274,437,3703,13.8,15,6,49,7.5,10.25,15.25,14
2021-01,Fatih,European,mid,4463,595,4690,18.7,161,51,47,7.5,17,22,19.5
2021-02,Fatih,European,mid,4552,607,5144,19.1,79,26,65,7.5,17,22,19.5
2021-03,Fatih,European,mid,4732,631,5183,19.9,152,31,58,7.5,17,22,19.5
2021-04,Fatih,European,mid,4603,542,4715,19.3,174,76,81,8.5,19,24,19.5
2021-05,Fatih,European,mid,4548,535,5388,19.1,105,34,13,8.5,19,24,19.5
2021-06,Fatih,European,mid,4446,523,4877,18.7,139,21,36,8.5,19,24,19.5
2021-07,Fatih,European,mid,6628,780,7331,27.8,24,6,66,8.5,19,24,19.5
2021-08,Fatih,European,mid,6704,789,7392,28.2,93,29,84,8.5,19,24,19.5
2021-09,Fatih,European,mid,6644,782,7360,27.9,31,9,117,8.5,19,24,19.5
2021-10,Fatih,European,mid,6449,586,6879,27.1,79,63,21,11,14,19,54
2021-11,Fatih,European,mid,6580,598,7368,27.6,59,36,106,11,14,19,54
2021-12,Fatih,European,mid,6763,615,7569,28.4,60,15,12,11,14,19,54
2022-01,Fatih,European,mid,12757,880,13771,53.6,76,41,95,14.5,14,19,54
2022-02,Fatih,European,mid,13766,949,14873,57.8,112,29,43,14.5,14,19,54
2022-03,Fatih,European,mid,13607,938,14877,57.2,128,47,16,14.5,14,19,54
2022-04,Fatih,European,mid,13210,777,14019,55.5,24,60,76,17,14,19,80
2022-05,Fatih,European,mid,12539,738,13501,52.7,100,10,93,17,14,19,80
2022-06,Fatih,European,mid,14036,826,15366,59,59,42,53,17,14,19,80
2022-07,Fatih,European,mid,21297,1253,23524,89.4,117,49,106,17,12,17,80
2022-08,Fatih,European,mid,20587,1211,21770,86.5,75,29,115,17,12,17,80
2022-09,Fatih,European,mid,20838,1226,22845,87.5,53,42,23,17,12,17,80
2022-10,Fatih,European,mid,21947,1174,23656,92.2,55,44,83,18.7,9,14,64
2022-11,Fatih,European,mid,20481,1095,22741,86,104,12,26,18.7,9,14,64
